id_persona	segment	inici_s	final_s	token_baix	probabilitats_baixes	n_tokens_baixos	text_segment_asr	formes_cobertes	clips_coberts	llindar	estat
pa-061	298	1065.840	1069.320	form	0.4885	1	-De formatges. -De formatges, en aquest espai.			p < 0.55	pendent d'audició
pa-061	299	1069.400	1072.880	ga | un | ic	0.2421 | 0.3525 | 0.4415	3	És gairebé unic al món, eh?			p < 0.55	pendent d'audició
pa-061	300	1072.960	1076.800	Ja | i | és | bueno | ja | s	0.5083 | 0.3237 | 0.2966 | 0.4872 | 0.5367 | 0.2097	6	Ja, i el que és unic al món és, bueno, ja s'hi sap,			p < 0.55	pendent d'audició
pa-061	301	1076.880	1079.920	et | ha	0.4331 | 0.5114	2	quan et vol comprar un bon vi ha de venir,			p < 0.55	pendent d'audició
pa-061	303	1083.280	1089.040	tots	0.1868	1	autènticament, de marca, vins de tots els països,			p < 0.55	pendent d'audició
pa-061	304	1089.120	1091.880	però	0.3997	1	però, a més, amb una selecció realment extraordinària.			p < 0.55	pendent d'audició
pa-061	305	1091.960	1094.600	v | es	0.3659 | 0.5399	2	Aquí estem amb els vins franceses,			p < 0.55	pendent d'audició
pa-061	308	1099.080	1101.600	etc | què | d | ara	0.4698 | 0.0976 | 0.3825 | 0.2423	4	I etcètera, què, d'ara, no?			p < 0.55	pendent d'audició
pa-061	310	1105.720	1109.800	Pod | diferen	0.1710 | 0.3817	2	Poder que us ha diferenciat de molta gent, no?			p < 0.55	pendent d'audició
pa-061	311	1109.880	1112.800	se | buscar | bom | se	0.5256 | 0.1384 | 0.2583 | 0.3566	4	O sigui, quan se volia buscar un bombi, se ve...			p < 0.55	pendent d'audició
pa-061	312	1112.880	1115.640	se	0.3515	1	Se ve... se ve aquí.			p < 0.55	pendent d'audició
pa-061	313	1115.720	1121.840	Això	0.1270	1	Això deu comportar primer una selecció,			p < 0.55	pendent d'audició
pa-061	314	1121.960	1127.640	d | o	0.3687 | 0.4700	2	però després un rigol a l'hora de comprar i d'oferir.			p < 0.55	pendent d'audició
pa-061	315	1127.760	1132.400	La	0.2545	1	La gent busca la veritat, i sobretot amb un preu accessible,			p < 0.55	pendent d'audició
pa-061	316	1132.520	1135.480	d | O	0.3384 | 0.3028	2	perquè hi ha realment especialistes en d'Ora,			p < 0.55	pendent d'audició
pa-061	317	1135.600	1140.080	que | mar	0.3978 | 0.3879	2	que pugui ser un marquet que té grans vins.			p < 0.55	pendent d'audició
pa-061	318	1140.200	1143.600	var | que	0.4840 | 0.5235	2	Nosaltres tenim una varietat de vins que està a la base de tothom,			p < 0.55	pendent d'audició
pa-061	320	1149.280	1153.000	un	0.4100	1	Seguint a unes especialitzacions de l'alimentació,			p < 0.55	pendent d'audició
pa-061	322	1155.000	1159.320	carn | T | and | og | prop	0.3380 | 0.1726 | 0.4375 | 0.2749 | 0.3731	5	Evidentment, no parlarem de la carn Tandogra, que té DNI propi,			p < 0.55	pendent d'audició
pa-061	323	1159.400	1162.040	hem	0.4008	1	però sí que hem de parlar dels peixos en DNI,			p < 0.55	pendent d'audició
pa-061	324	1162.120	1164.600	T	0.3407	1	que no precisament venen Tandogra,			p < 0.55	pendent d'audició
pa-061	326	1166.600	1170.880	el | les	0.2515 | 0.3109	2	que és tota aquesta varietat que el les porteu de tot arreu,			p < 0.55	pendent d'audició
pa-061	327	1170.960	1175.880	o | lo | cual	0.1203 | 0.2955 | 0.5275	3	o lo cual, en un país de muntanya, complicat, no?			p < 0.55	pendent d'audició
pa-061	328	1175.960	1178.560	And	0.4585	1	Andorra és molt cosmopolita,			p < 0.55	pendent d'audició
pa-061	329	1178.640	1183.960	ens | ab	0.4430 | 0.3077	2	i, bàsicament, el nostre país ens abasteixem del Mediterrani			p < 0.55	pendent d'audició
pa-061	330	1184.040	1188.120	à | que	0.4347 | 0.4450	2	i de l'Atlàntic, que sigui tant Espanya com a França.			p < 0.55	pendent d'audició
pa-061	331	1189.800	1192.160	pe	0.3349	1	El que passa és que, llavors, a part del peix,			p < 0.55	pendent d'audició
pa-061	334	1199.520	1204.120	però	0.4218	1	però, en canvi, quan un d'entre la secció de verdures i de fruites			p < 0.55	pendent d'audició
pa-061	339	1218.880	1220.400	això	0.5191	1	Per què això?			p < 0.55	pendent d'audició
pa-061	340	1220.480	1226.000	gran	0.3909	1	És gran, és de especialització fins al final, o bé és necessitat?			p < 0.55	pendent d'audició
pa-061	341	1226.080	1229.320	A | eh	0.0921 | 0.4281	2	A Andorra hi ha moltes cultures, eh?			p < 0.55	pendent d'audició
pa-061	342	1229.400	1235.960	molt | Filip | sud	0.0483 | 0.2457 | 0.2736	3	Hi ha moltes Filipins, hi ha moltes sud-americans...			p < 0.55	pendent d'audició
pa-061	343	1236.040	1242.760	I | a | tant | d | una	0.5175 | 0.5002 | 0.2872 | 0.3601 | 0.3800	5	I a més, tenim turistes que tant venen d'una altra,			p < 0.55	pendent d'audició
pa-061	344	1242.840	1245.320	hi	0.3774	1	i aquí hi ha la gran força, una mica, que tenim,			p < 0.55	pendent d'audició
pa-061	345	1245.400	1250.680	tant | d	0.4243 | 0.2858	2	és que podem sortir producte tant d'Espanya com de França,			p < 0.55	pendent d'audició
pa-061	346	1250.760	1254.120	les	0.3651	1	i aquí és on està l'exotisme de les nostres alimentacions.			p < 0.55	pendent d'audició
pa-061	347	1254.200	1258.840	i	0.4829	1	i aquí ja han estat també l'exotisme de la restauració de vostre.			p < 0.55	pendent d'audició
pa-061	348	1258.920	1262.840	claro	0.3905	1	Perquè, claro, m'imagino que els cuiners ho tenen fàcil.			p < 0.55	pendent d'audició
pa-061	349	1262.920	1266.440	ten | en	0.3608 | 0.4556	2	Només tenen que baixar aquí i agafar la cuina...			p < 0.55	pendent d'audició
pa-061	350	1266.520	1269.120	Mai | també	0.5086 | 0.4092	2	Mai també hem dit la cuina de mercat del moment.			p < 0.55	pendent d'audició
pa-061	352	1272.200	1274.960	tres	0.4561	1	Bé, hem visitat tres plantes,			p < 0.55	pendent d'audició
pa-061	353	1275.040	1278.360	a	0.3941	1	però podríem continuar i podríem sortir d'aquest edifici			p < 0.55	pendent d'audició
pa-061	354	1278.440	1281.280	a | su	0.2117 | 0.3560	2	i anar amb un altre i aixir sucessivament.			p < 0.55	pendent d'audició
pa-061	355	1281.360	1286.400	perquè | en | anes | que	0.3533 | 0.4157 | 0.2589 | 0.2591	4	perquè, en aquest moment, el grup piranes que va començar d'una manera			p < 0.55	pendent d'audició
pa-061	359	1298.200	1300.800	crec	0.4829	1	perquè crec que és de justícia i crec que, de més,			p < 0.55	pendent d'audició
pa-061	362	1307.160	1310.160	A | mi | he	0.2582 | 0.2944 | 0.2142	3	A mi què heu servit al país?			p < 0.55	pendent d'audició
pa-061	363	1311.360	1319.400	En | dos	0.1690 | 0.4404	2	En l'àmbit laboral, nosaltres hem sigut en dos coses, pioners.			p < 0.55	pendent d'audició
pa-061	364	1319.480	1324.240	seu | unit	0.2188 | 0.4788	2	Pioners, perquè abans que es creixi la seu unitat social,			p < 0.55	pendent d'audició
pa-061	365	1324.320	1327.000	ès	0.5484	1	el grup pirinès internament			p < 0.55	pendent d'audició
pa-061	368	1337.600	1341.600	en | t | ac | el | ers | vi	0.0525 | 0.3631 | 0.4300 | 0.3770 | 0.0530 | 0.3412	6	en tindre els representants legals dels acelers viatges.			p < 0.55	pendent d'audició
pa-061	371	1347.280	1349.920	el | seu	0.2554 | 0.2760	2	que encara no han nominat el seu representant,			p < 0.55	pendent d'audició
pa-061	373	1351.560	1355.000	t	0.4857	1	I tindrem, en aquests moments, una cobertura del 80%,			p < 0.55	pendent d'audició
pa-061	375	1357.960	1359.960	Jo | pel	0.1103 | 0.4246	2	Jo pel vol dir que a nivell laboral,	a nivell	clips/pa-061__a-nivell__1357.21.wav	p < 0.55	pendent d'audició
pa-061	376	1360.040	1364.240	pir	0.2065	1	la negociació amb la gent que treballa i que fa gran pirineu,	a nivell	clips/pa-061__a-nivell__1357.21.wav	p < 0.55	pendent d'audició
pa-061	378	1366.400	1368.240	manten | ir	0.2131 | 0.4498	2	mantenir un contacte permanent.			p < 0.55	pendent d'audició
pa-061	381	1372.040	1376.320	professional	0.4885	1	Personal, és la professionalitat i el personal.			p < 0.55	pendent d'audició
pa-061	382	1376.400	1378.600	Era	0.4065	1	Era això, invertiu, amb això,			p < 0.55	pendent d'audició
pa-061	383	1378.680	1381.800	v | el | quan	0.3449 | 0.4999 | 0.3987	3	vau invertir el seu moment quan no hi havia seguretat social,			p < 0.55	pendent d'audició
pa-061	384	1381.880	1384.520	a	0.5124	1	a tindre una seguretat social pròpia,			p < 0.55	pendent d'audició
pa-061	386	1387.320	1389.760	La	0.5165	1	La gent està qualificada.			p < 0.55	pendent d'audició
pa-061	388	1391.200	1396.800	i | això | l | amb | del	0.1428 | 0.1757 | 0.5472 | 0.4505 | 0.3783	5	i això és l'aportació amb un país i amb una nova cultura del país.			p < 0.55	pendent d'audició
pa-061	389	1396.880	1400.800	A | gent	0.4985 | 0.1645	2	A dintre del grup hi ha gent que ha tingut un pla de carrera			p < 0.55	pendent d'audició
pa-061	392	1404.680	1407.800	remar	0.4922	1	I després hi ha una altra cosa que m'agradaria molt remarcar.			p < 0.55	pendent d'audició
pa-061	393	1407.880	1411.160	sentimental	0.1865	1	Fins i tot per sentimentalisme.			p < 0.55	pendent d'audició
pa-061	394	1411.240	1416.240	La	0.4478	1	La vostra mare, que va ser pionera,			p < 0.55	pendent d'audició
pa-061	395	1416.320	1421.160	va | els	0.3749 | 0.4259	2	va estar amb els dos pioners fent pinya,			p < 0.55	pendent d'audició
pa-061	396	1421.200	1423.960	Ha | s | pog | Fund	0.3842 | 0.2292 | 0.2177 | 0.5222	4	Ha s'ha pogut crear la Fundació.			p < 0.55	pendent d'audició
pa-061	397	1424.040	1428.000	La | Jacqu | B	0.1836 | 0.1898 | 0.1560	3	La seva pròpia Fundació, que es diu Jacqueline Bredet,			p < 0.55	pendent d'audició
pa-061	398	1428.080	1434.200	a	0.3747	1	i que té una funció, sobretot, d'ajut a tot el nostre col·lectiu personal,			p < 0.55	pendent d'audició
pa-061	400	1438.920	1441.800	a | etc	0.4919 | 0.5460	2	perquè no arribin a final de mes, etcètera, etcètera,			p < 0.55	pendent d'audició
pa-061	401	1441.880	1446.160	ue | amb	0.1970 | 0.3950	2	i també contribueix amb el país, amb totes les manifestacions.			p < 0.55	pendent d'audició
pa-061	403	1448.440	1453.320	port	0.2877	1	O sigui que portes tancades ni una, portes obertes totes.			p < 0.55	pendent d'audició
pa-061	404	1453.400	1456.240	que	0.3050	1	Això és el que tindríem, que tindre la mentalitat,			p < 0.55	pendent d'audició
pa-061	405	1456.320	1458.320	rí | Carl	0.2762 | 0.2920	2	que tindríem, que tindre Carl.			p < 0.55	pendent d'audició
pa-061	406	1458.400	1462.200	a	0.3373	1	És que a Andorra ho tenim que fer entre tots.			p < 0.55	pendent d'audició
pa-061	407	1462.280	1464.280	una	0.4356	1	No són una sola persona.			p < 0.55	pendent d'audició
pa-061	409	1466.440	1469.200	tenim	0.3596	1	I tenim que contribuir a poder evolucionar.			p < 0.55	pendent d'audició
pa-061	410	1469.280	1472.320	amb | s | fer	0.4100 | 0.0955 | 0.3496	3	Evolucionar amb tot el sentit, s'ha de fer.			p < 0.55	pendent d'audició
pa-061	412	1473.480	1476.960	el	0.4917	1	Però m'ha agradat molt la frase, la primera és la persona, el capital actiu.			p < 0.55	pendent d'audició
pa-061	413	1477.040	1478.040	Sí | és	0.0547 | 0.5028	2	Sí, és important.			p < 0.55	pendent d'audició
pa-061	414	1478.120	1484.120	Si | gr | i | ser | en | el	0.3189 | 0.3839 | 0.3387 | 0.3098 | 0.2880 | 0.4928	6	Si gràcies amb això, hem pogut creixer i ser avui en dia el que som.			p < 0.55	pendent d'audició
pa-061	415	1484.200	1487.760	ss | iosa | l | O | b | à	0.1105 | 0.4800 | 0.3771 | 0.5137 | 0.1638 | 0.4199	6	Una pregunta capssiosa, que a l'Obilló dirà...			p < 0.55	pendent d'audició
pa-061	416	1487.840	1489.800	jo	0.4931	1	Home, jo això no ho puc contestar.			p < 0.55	pendent d'audició
pa-061	417	1489.880	1495.880	pir | pass	0.1409 | 0.4192	2	Si desaparegués la papallona de pirinès d'Andorra, què passaria?			p < 0.55	pendent d'audició
pa-061	421	1509.320	1511.760	nou	0.2979	1	-Se tindria que crear una de nou, eh?			p < 0.55	pendent d'audició
pa-061	422	1511.840	1512.840	P	0.3017	1	-Possiblement.			p < 0.55	pendent d'audició
pa-061	423	1512.920	1514.280	É | seria | in	0.3305 | 0.0252 | 0.5129	3	-És seria de Pirinès.			p < 0.55	pendent d'audició
pa-061	425	1515.440	1516.440	u	0.4355	1	(riu)			p < 0.55	pendent d'audició
pa-061	426	1516.520	1517.520	ag	0.4656	1	-Molt agraït.			p < 0.55	pendent d'audició
pa-061	431	1531.840	1534.160	desap | agu	0.4812 | 0.5386	2	Si desaparagués la papallona de Pirinès,			p < 0.55	pendent d'audició
pa-061	433	1536.920	1543.320	amb	0.4160	1	Patrick Pérez és un home que es desperta amb la idea que sempre és el moment de buscar i aconseguir el somni.			p < 0.55	pendent d'audició
pa-062	2	20.520	23.360	Que | vi | requ	0.2730 | 0.5025 | 0.3667	3	Que el vi i com la vida requedeix tot un procés,			p < 0.55	pendent d'audició
pa-062	3	23.440	26.480	t | ind	0.3072 | 0.2416	2	un procés permanent, tindria el lloc de cultiu,			p < 0.55	pendent d'audició
pa-062	4	26.560	28.200	esperar	0.1784	1	esperar el clima,			p < 0.55	pendent d'audició
pa-062	5	28.280	33.480	Ref | ver | elabor	0.2942 | 0.2265 | 0.5177	3	Reflectir la collita i la verena, després elaborar el producte.			p < 0.55	pendent d'audició
pa-062	8	49.120	51.240	qu | et	0.5461 | 0.4943	2	Jordi Marquet, salut.			p < 0.55	pendent d'audició
pa-062	9	56.440	60.640	el | sab | ís | se	0.5440 | 0.4509 | 0.4751 | 0.5039	4	Una copa de vi sempre és un record i el sabís diuen que recordar-se acaba de viure.			p < 0.55	pendent d'audició
pa-062	10	61.360	62.320	Cul	0.5449	1	Culminar un camí.			p < 0.55	pendent d'audició
pa-062	11	63.040	64.800	Defin	0.4706	1	Definir una vida feta pas a pas.			p < 0.55	pendent d'audició
pa-062	13	67.800	70.600	la	0.5476	1	per arribar a trobar la nostra veritat la naturalesa			p < 0.55	pendent d'audició
pa-062	16	77.680	81.280	tem	0.5296	1	ens despertem amb l'idea que ja és hora de anar a buscar els nostres somnis.	perquè	clips/pa-062__perqu__73.97.wav	p < 0.55	pendent d'audició
pa-062	18	113.840	114.840	Ei	0.2049	1	Ei!			p < 0.55	pendent d'audició
pa-062	20	137.960	141.000	ette | sou	0.4861 | 0.5053	2	Jordi Marquette, sou un inconformista?			p < 0.55	pendent d'audició
pa-062	21	142.920	145.360	D	0.4222	1	Diuen que sou un inconformista,			p < 0.55	pendent d'audició
pa-062	22	145.440	148.120	perquè | una	0.2894 | 0.2666	2	perquè és veritat que sempre he anat una mica			p < 0.55	pendent d'audició
pa-062	23	148.200	150.640	contr | ret	0.4110 | 0.3967	2	a contracorret de tota l'evolució			p < 0.55	pendent d'audició
pa-062	25	152.800	157.240	z | ill | és	0.5488 | 0.2272 | 0.4906	3	però una raó senzill és que sempre m'ha agradat practicar el que m'agrada.			p < 0.55	pendent d'audició
pa-062	26	157.320	161.520	està | amb	0.4211 | 0.4902	2	I això no forçosament estàvem a quart amb les activitats que hi havia.			p < 0.55	pendent d'audició
pa-062	29	166.000	169.160	algo	0.4256	1	Comenceu per algo tan simple com és la vestiment.	evidentment	clips/pa-062__evidentment__163.29.wav	p < 0.55	pendent d'audició
pa-062	31	170.640	175.240	Com | es | s | ere | lls	0.4299 | 0.2878 | 0.2667 | 0.3294 | 0.3675	5	Com es serells de lo que és una botiga seleccionada,			p < 0.55	pendent d'audició
pa-062	32	175.320	177.040	És | una	0.0233 | 0.4834	2	És una delicatessa.			p < 0.55	pendent d'audició
pa-062	33	177.120	179.360	Sí | M | ac | onse | gue | els | del	0.2696 | 0.1598 | 0.4930 | 0.1260 | 0.4000 | 0.4496 | 0.4738	7	Sí, perquè...M'aconsegueixen els del camp, del vi.			p < 0.55	pendent d'audició
pa-062	34	179.440	181.760	Has	0.3608	1	"Exactament. Has dit la paraula ""el camp"","			p < 0.55	pendent d'audició
pa-062	35	181.840	184.800	P	0.2671	1	perquè no cal oblidar que és un fill de Pagesos.			p < 0.55	pendent d'audició
pa-062	37	188.080	192.040	And | ad | és	0.2674 | 0.4959 | 0.4865	3	com la majoria dels Andorrans, Pagesos i Ramadés.	diguem	clips/pa-062__diguem__191.37.wav	p < 0.55	pendent d'audició
pa-062	38	192.120	196.280	b | a | Can | br	0.4753 | 0.4400 | 0.2370 | 0.3165	4	I aquesta bata, que a Canillón diguem una brusa...	diguem	clips/pa-062__diguem__191.37.wav	p < 0.55	pendent d'audició
pa-062	39	196.360	198.480	La | mud | R	0.3813 | 0.2107 | 0.4834	3	La brusa?La brusa muda R.	diguem	clips/pa-062__diguem__191.37.wav	p < 0.55	pendent d'audició
pa-062	40	198.560	203.040	e	0.2320	1	Aquesta bata és el reflexe tant del Ramader com de l'agricultor.	clar	clips/pa-062__clar__202.37.wav	p < 0.55	pendent d'audició
pa-062	41	203.120	207.560	i | it | d | del	0.4599 | 0.3757 | 0.4252 | 0.5172	4	i, clar, això ho he pogut tramitre dins del meu petit negoci,	clar	clips/pa-062__clar__202.37.wav	p < 0.55	pendent d'audició
pa-062	42	207.640	211.480	ven	0.2309	1	que també ven productes que venen de l'agricultura.	clar	clips/pa-062__clar__202.37.wav	p < 0.55	pendent d'audició
pa-062	43	211.560	213.160	Auth | è	0.5148 | 0.4715	2	Authèntics. Authèntics.			p < 0.55	pendent d'audició
pa-062	44	213.240	217.280	primer | des | lav | el | acost	0.4611 | 0.2806 | 0.4396 | 0.3615 | 0.5006	5	La vostra influència primer deslavi el padrí acostuma a ser.			p < 0.55	pendent d'audició
pa-062	45	217.360	222.200	20	0.4152	1	Sí, el padrí va ser el que va crear el primer negoci de 20 a l'any 1900.			p < 0.55	pendent d'audició
pa-062	47	226.920	232.280	vaig | i	0.1974 | 0.4308	2	Després vaig ser jo i la meva esposa, la Frederic,			p < 0.55	pendent d'audició
pa-062	49	236.760	240.960	tot	0.2876	1	O sigui que és tot una... tot una col·lecció...	o sigui	clips/pa-062__o-sigui__236.01.wav	p < 0.55	pendent d'audició
pa-062	50	241.040	243.560	viv	0.0860	1	Això mateix, de vivències, exactament.	o sigui	clips/pa-062__o-sigui__236.01.wav	p < 0.55	pendent d'audició
pa-062	51	243.640	249.200	els | v	0.5497 | 0.3523	2	Això és ficar... això és ficar els vots vells, el vi jove.			p < 0.55	pendent d'audició
pa-062	54	252.240	255.200	m | per	0.4017 | 0.4073	2	Sí, perquè de vots també m'han passat uns quants per les esquenes.			p < 0.55	pendent d'audició
pa-062	55	255.280	261.160	anys | era | més	0.2635 | 0.1075 | 0.5090	3	Perquè no fa gaire anys que el bot era el mitjà més propi, més corrent,			p < 0.55	pendent d'audició
pa-062	56	261.240	264.760	que | t | ind | ria | un | ro | trans	0.2085 | 0.4033 | 0.5182 | 0.2297 | 0.5151 | 0.2570 | 0.3778	7	que tindria un mandorroc per transitar-hi, per treginar-hi,			p < 0.55	pendent d'audició
pa-062	57	264.840	267.880	bot | cont | ig	0.2961 | 0.4267 | 0.5144	3	i el bot que tenia un contigut de 60 litres			p < 0.55	pendent d'audició
pa-062	58	267.960	273.040	solamente | d	0.3426 | 0.3599	2	servia, no solamente per treginar d'una manera molt fàcil,			p < 0.55	pendent d'audició
pa-062	59	273.120	278.600	al | ij | i	0.4752 | 0.2380 | 0.3891	3	al vi, sinó també per envijallar i tenir-lo durant tot l'any,			p < 0.55	pendent d'audició
pa-062	60	278.680	281.400	sell	0.1219	1	veient com el vi anava guanyant amb un bon seller.			p < 0.55	pendent d'audició
pa-062	61	281.480	286.360	la | via | qual | el	0.5398 | 0.4812 | 0.5161 | 0.3290	4	Per guanyar, per guanyar la via, la qualitat, el vi,			p < 0.55	pendent d'audició
pa-062	63	290.840	292.560	que | el	0.0502 | 0.1809	2	que el vol dir molt meticulós.			p < 0.55	pendent d'audició
pa-062	64	292.640	296.760	és	0.3451	1	La delicatessa és la cosa petita però deliciosa.			p < 0.55	pendent d'audició
pa-062	65	296.840	297.840	Exact	0.3852	1	Exacte.	bueno	clips/pa-062__bueno__297.17.wav	p < 0.55	pendent d'audició
