ordre	id_persona	forma	clip	small	base	greedy	categoria	text_small	text_base	text_greedy
607	pa-066	perquè	clips/pa-066__perqu__21.81.wav	sí	sí	sí	A-tres-models	que pot passar.  Era bastant previsible perquè el dia anterior  havia plogut molt, havia sigut un dia...	que podria passar.  Era bastant provisible perquè el dia anterior havia plogut molt,	i no pot passar.  Era bastant previsible perquè el dia anterior  havia plogut molt, havia sigut un dia...
608	pa-001	a nivell	clips/pa-001__a-nivell__135.37.wav	no	sí	sí	B-dos-models	i que s'haurà de posar en contacte amb nosaltres.	que serà i a nivell de representació internacional	i a nivell de representació internacional no ens em nega.
609	pa-002	a nivell	clips/pa-002__a-nivell__714.25.wav	sí	sí	sí	A-tres-models	perquè l'opció de la minoria que va passar  és ser majoria, diguéssim, a nivell consell,  però no ho eren.	Perquè l'opció de la majoria que va passar amb la majoria, a nivell consell, però no ho era.	perquè l'opció de la minoria que va passar  és ser majoria, diguéssim, a nivell consell,  però no ho eren.
610	pa-003	a nivell	clips/pa-003__a-nivell__180.17.wav	sí	sí	sí	A-tres-models	El que fa a nivell polític, la primera vegada quan es crea l'amaternal, com he dit,	Aviam, pel que fa a nivell polític, la primera vegada  quan es crea la maternal, com he dit, es creu.	Aviam, pel que fa a nivell polític, la primera vegada quan es crea l'amaternal, com he dit,
611	pa-016	a nivell	clips/pa-016__a-nivell__333.81.wav	sí	sí	sí	A-tres-models	inclús recordo doncs fer sessions maratonianes a nivell de comissions sobre tot quan	inclús recorda, doncs, cesions maratonianes a nivell de comissions,  sobretot quan s'agradarien.	inclú recordo fer sessions maratonianes a nivell de comissions,  sobretot quan faig una xifra.
612	pa-017	a nivell	clips/pa-017__a-nivell__143.25.wav	sí	sí	sí	A-tres-models	Jo penso que totes les parts implicades a nivell de totes les parròquies	Jo penso que totes les parts implicades a nivell de totes les parroquies.	Jo penso que totes les parts implicades a nivell de totes les parroquies
613	pa-018	a nivell	clips/pa-018__a-nivell__188.45.wav	sí	sí	no	B-dos-models	Quan se vol, a nivells de programes polítics,	a nivell de programa polític s'ha viatat.	quan se vol. A nivells de programa polític,  s'havia de...
614	pa-019	a nivell	clips/pa-019__a-nivell__122.25.wav	sí	sí	sí	A-tres-models	la Constitució és amb qualsevol tema que entrés a nivell de comissions.	amb la Constitució, som, quan se vol té vegades que entres a nivell de comissions.	i la Constitució és un qualsevol tema que entre a nivell de comissions.
615	pa-020	a nivell	clips/pa-020__a-nivell__409.37.wav	sí	no	no	C-un-model	i que precisament també porti, que a nivell comunal,	i que, precisament, m'he portat que han divint com un au.	i que precisament em porti, que han d'anar com una altra.
616	pa-023	a nivell	clips/pa-023__a-nivell__418.57.wav	sí	no	sí	B-dos-models	i després també a nivell d'agricultura.	i després també aniré de agricultura.	i després també a nivell d'agricultura.
617	pa-024	a nivell	clips/pa-024__a-nivell__1547.93.wav	sí	sí	no	B-dos-models	I jo, no?  Llavors, clar, a nivell...  Ja el Jaume Bartomeu ha governat també, i soc jo...	i jo no.  I clar, a nivell, ja el Jaume Bartomeu, a Gobert també,  i sóc jo.	i això és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és el que és
618	pa-026	a nivell	clips/pa-026__a-nivell__38.25.wav	sí	no	no	C-un-model	A.  Però a nivell nacional volia dir...	Ah, però l'hivern nacional búria de l'estat.	i que ha de ser un llibre de la Generalitat.
619	pa-029	a nivell	clips/pa-029__a-nivell__417.09.wav	sí	no	sí	B-dos-models	que es volien els 4 a nivell nacional i l'aconseguiria.	i xarquatres, o que els altres volien als quadren i veig nacional,  i l'aconseguiria.	i això ha de deixar a quatre,  a algú que els valta els quatre a nivell nacional.
620	pa-033	a nivell	clips/pa-033__a-nivell__6.61.wav	no	no	no	D-cap-model	i els temps de tribuna que portàvem aquesta idea al cap i al nivell nacional,	que portàvem al cap i doncs, a dir, ben nacional, no t'hi consideres.	i els temps de tribuna que portàvem aquesta idea al cap i al nivell nacional,  nosaltres consideràvem.
621	pa-034	a nivell	clips/pa-034__a-nivell__143.81.wav	sí	sí	no	B-dos-models	per tant, clar, pot dir, més que a nivell familiar va ser posar...	Per tant, és clar, pot dir més que a nivell familiar va ser...	i que no ens ha de fer res.
622	pa-036	a nivell	clips/pa-036__a-nivell__386.45.wav	sí	sí	sí	A-tres-models	Tot i que les relacions entre en Gàmels i altres parroquis  no eren bones a nivell electoral no s'havia perdut.	Tots i que les reglacions entrenganm i altres perroquies  no eren bones a nivell electoral, no s'havia perdut.	tot i que les relacions entre en Gàmels i altres parroquis  no eren bones a nivell electoral no s'havia perdut.
623	pa-038	a nivell	clips/pa-038__a-nivell__455.49.wav	sí	sí	sí	A-tres-models	per dir-ho a nivell de negocis, el que sigui, això va molt bé.	per dir algo a nivell de negoci, és el que sigui, però això va molt bé.	per dir-ho a nivell de negocis, el que sigui.  Clar, això va molt bé.
624	pa-045	a nivell	clips/pa-045__a-nivell__624.85.wav	sí	sí	sí	A-tres-models	No té cap importància, a nivell...	Si no té cap importància a nivell.	No t'he cap importància, a nivell...
625	pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	sí	sí	sí	A-tres-models	perquè, normalment, quan t'inviten a nivell oficial, t'inviten a tal...	No, perquè normalment quan t'imbitan a nivell oficial t'imbitan a tal...	No, perquè normalment, quan t'inviten a nivell oficial,
626	pa-049	a nivell	clips/pa-049__a-nivell__1396.25.wav	no	no	no	D-cap-model	de la gent que no té l'escenari de l'escenari.	El que passa és que el que ha de ser és el que ha de ser.	i que no hi hagi una altra.
627	pa-055	a nivell	clips/pa-055__a-nivell__38.09.wav	sí	no	sí	B-dos-models	Però a nivell nacional, volia dir, per 89,	Però l'hi veig nacional, bollet i pobvitant-neu, una qüestió.	però a nivell nacional volia dir, per 89,
628	pa-057	a nivell	clips/pa-057__a-nivell__417.13.wav	sí	no	sí	B-dos-models	a 4, segur que els altres volien els 4 a nivell nacional i l'aconseguiria així.	Aquest gran lloc de raltes volien els quadrens nacionals i la coincidència.	A l'altre es volien els 4 a nivell nacional i la situació és molt bona.
629	pa-058	a nivell	clips/pa-058__a-nivell__188.37.wav	sí	sí	no	B-dos-models	Quan se vol, a nivells de programes polítics,	a nivell de programa polític s'ha viatat.	quan se vol.
630	pa-059	a nivell	clips/pa-059__a-nivell__142.93.wav	sí	sí	sí	A-tres-models	Jo penso que totes les parts implicades a nivell de totes les parròquies,	Jo penso que totes les partes implicades a nivell de totes les parròquies.	i la liquidació.  Jo penso que totes les parts implicades a nivell de totes les parròquies,  jo penso que la gent...
631	pa-060	a nivell	clips/pa-060__a-nivell__201.93.wav	sí	no	sí	B-dos-models	Hi havia un ambient molt tens, a nivell de consell, per no disfrutar.	Hi ha viuen ambien molt tens, a never de consell, per no disfrutar.	Hi havia un ambient molt tens a nivell de consell per no disfrutar.
632	pa-061	a nivell	clips/pa-061__a-nivell__1357.21.wav	sí	sí	no	B-dos-models	No vol dir que a nivell laboral la néixer.	No parlo de dir que a nivell d'La Brau planèria.	i que no hi hagi una altra.
633	pa-063	a nivell	clips/pa-063__a-nivell__1143.61.wav	sí	sí	sí	A-tres-models	que ara farem, que jo crec que ens ajudarà molt a nivell de finances.	que ens ajudaran molt a nivell d'afinarances.	que ara farem, que jo crec que ens ajudarà molt a nivell de finances.
634	pa-065	a nivell	clips/pa-065__a-nivell__529.09.wav	sí	sí	no	B-dos-models	i el que podreu donar.  Nosaltres venim als santuaris,  trobades a nivell català i a nivell espanyol.	que no podreu d'una.  Nosaltres tenim els santuaris.  Trobades, amb teta l'unió,  amb teta nivell d'esquerra.	que no podreu donar.  Nosaltres venim als santuaris,  trobades en un tètre,  en nivell català i en nivell de...
635	pa-066	a nivell	clips/pa-066__a-nivell__25.21.wav	sí	sí	sí	A-tres-models	S'ha plogut molt via seu d'un dia bastant complicat a nivell de trànsit.	que ha plogut molt via ser un dia bastant complicat a nivell de trànsit.	i que ha plogut molt via seu d'un dia bastant complicat a nivell de trànsit.
636	pa-003	tirar endavant	clips/pa-003__tirar-endavant__361.93.wav	sí	sí	sí	A-tres-models	per crear i tirar endavant un sistema educatiu propi.	per crear i tirar endavant un sistema educatiu propi.  És a dir...	per crear i tirar endavant un sistema educatiu propi.
637	pa-017	tirar endavant	clips/pa-017__tirar-endavant__49.85.wav	sí	no	sí	B-dos-models	i les decisions que em perpugui tirar endavant,  amb tot el que era la justícia, l'immigració.	Les decisions com per poder tirant de van,  amb tot el que era la justícia, l'immigració.	i les decisions que em perpugui tirar endavant amb tot el que era la justícia,  l'immigració, tenia...
638	pa-020	tirar endavant	clips/pa-020__tirar-endavant__33.45.wav	no	no	no	D-cap-model	i de tirant demà, i de...	de candidatura i de tirant davant i de...	i de tirant de manis, de...
639	pa-029	tirar endavant	clips/pa-029__tirar-endavant__56.73.wav	sí	sí	sí	A-tres-models	i que véssim també d'autodisoldre per la incapacitat de poder tirar endavant.	i que veiem també d'autodisoldre per a l'incapacitat de poder tirar endavant.	i que véssim també d'autodisoldre per la incapacitat de poder tirar endavant.
640	pa-030	tirar endavant	clips/pa-030__tirar-endavant__185.61.wav	sí	sí	sí	A-tres-models	d'acord? Doncs vam tirar endavant. Es va fer la connexió constituent.	Aquestem d'acord, vam tirar endavant.  Es va fer la conseqüència constituent.	que estem d'acord, doncs vam tirar endavant,  es va fer la comissió constituent,  i ja...
641	pa-031	tirar endavant	clips/pa-031__tirar-endavant__146.09.wav	sí	no	sí	B-dos-models	que s'havia de tirar endavant de la manera que fos.	de la manera que fos i que s'havia de dir en davant de la manera que fos.	que s'havia de tirar endavant de la manera que fos.
642	pa-033	tirar endavant	clips/pa-033__tirar-endavant__135.69.wav	sí	sí	no	B-dos-models	i havia vingut aquí a tirar endavant tot aquest projecte.	i ha vingut aquí a tirar endavant tot aquest projecte.	i havia vingut aquí tirant de banda tot aquest projecte.
643	pa-034	tirar endavant	clips/pa-034__tirar-endavant__690.33.wav	sí	sí	sí	A-tres-models	Però, esclar, també d'entendre que si volíem tirar endavant.	No? Però clar, també d'entendre que si volíem tirar endavant.	Però, clar, també d'entendre que si volíem tirar endavant.
644	pa-041	tirar endavant	clips/pa-041__tirar-endavant__102.25.wav	sí	sí	no	B-dos-models	per tirar endavant l'escola, un ensenyament propi del país.	i per tirar endavant l'escola un enseniment pròpid del país.	i que es poden fer unes coses.
645	pa-056	tirar endavant	clips/pa-056__tirar-endavant__185.53.wav	sí	sí	sí	A-tres-models	i estem d'acord? Doncs vam tirar endavant.	I ja estem d'acord, doncs vam tirar endavant.	i estem d'acord? Doncs vam tirar endavant.
646	pa-057	tirar endavant	clips/pa-057__tirar-endavant__56.61.wav	sí	sí	sí	A-tres-models	i que vesim també d'autodisoldre per la incapacitat de poder tirar endavant.	puguessin avançar i que vesim també d'autodisoldre per incapacitat de poder tirar endavant.	i que vesim també d'autodisoldre per la incapacitat de poder tirar endavant.
647	pa-059	tirar endavant	clips/pa-059__tirar-endavant__49.77.wav	sí	sí	sí	A-tres-models	per fer les decisions com per poder tirar endavant amb tot el que era la justícia,	com per poder tirar endavant en tot lo que era la justícia,  l'immigració.	i les decisions com per poder tirar endavant amb tot el que era la justícia,  l'immigració...
648	pa-003	ensenyança	clips/pa-003__ensenyan-a__279.69.wav	sí	no	sí	B-dos-models	que s'integre amb una primera ensenyança de sistemes educatius estrangers?	que s'integre amb una primera enseñanza de sistemes educatius estrangers.	que s'integre amb una primera ensenyança de sistemes educatius estrangers,  com?
649	pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	sí	sí	sí	A-tres-models	I aquest material pedagògic, que tingués continuïtat,  també de cara a tota la primera ensenyança.	I aquest material pedagogic que tingués continuïtat també de cara a tota la primera ensenyança.	I aquest material pedagògic, que tingués continuïtat,  també de cara a tota la primera ensenyança,  perquè aviam si...
650	pa-002	reformeta	clips/pa-002__reformeta__12.25.wav	sí	no	sí	B-dos-models	per molt que s'hagués fet, el que se'n va dir reformeta,	Però no que s'hagués fet que s'havia de reformar-te.	per molt que s'hagués fet, el que se'n va dir reformeta,
651	pa-022	reformeta	clips/pa-022__reformeta__125.53.wav	sí	sí	sí	A-tres-models	Ara toqui. Portava menys a l'arradera de la reformeta,  de no sé què, que no s'acaba.	de la reformeta, de no sé què, que no s'ha acabat.	Ara toqui. Portava menys a la redèria de la reformeta,  de no sé què, que no s'acaba.
652	pa-025	reformeta	clips/pa-025__reformeta__1085.53.wav	sí	sí	sí	A-tres-models	que volia donar una reformeta més arregladeta.	d'una reformeta vice, més arregladeta.	que li he donat una reformeta més arregladeta.
653	pa-026	reformeta	clips/pa-026__reformeta__138.61.wav	sí	sí	sí	A-tres-models	La diferència és que la reformeta tractava amb assaig.	ho vam aconseguir. La diferència és que la reformeta tractàvem missatge.	i ho veiem aconseguir.  La diferència és que la reformeta tractàvem massatge.
654	pa-034	reformeta	clips/pa-034__reformeta__191.33.wav	sí	sí	no	B-dos-models	que el país vol dir-ho necessitàvem.  Vull dir que estàveu fent de reformeta,	El país vull necessitar, que està viciant de reformeta,	que el país volia necessitar.
655	pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	sí	sí	sí	A-tres-models	o com vulguis, segueixen contentat amb una reformeta.	que ho vulguis, s'agressen a contentar-te amb una reformeta.	que ho convolguis, segueixen contentat amb una reformeta.
656	pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	sí	sí	sí	A-tres-models	La diferència és que la reformeta tractava amb missatges.	La diferència és que la reformeta tracta ben missatge.	La diferència és que la reformeta tractava amb missatges.
