ordre_triple	rang	prioritat_triple	id_persona	forma	interval_escolta	clip	token_prob_min	small	base	greedy	forma_en_qa	consens_dos_asr	text_qa	text_greedy	justificacio	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
595	5	E-cap-model	pa-036	bueno	76.25-84.15	clips/pa-036__bueno__76.25.wav		no	no	no	no	sí	però, quan sentiu, és parlar d'aquesta gent  que està ben directament implicant-se  a la vida política de primera línia, tant d'Espanya.	però, com que sentiu, és parlar d'aquesta gent  que està ben directament implicant-se  la vida política de primera línia, tant d'Espanya.	cap model; requereix escolta prioritària	pendent					
596	5	E-cap-model	pa-036	llavors	535.25-538.75	clips/pa-036__llavors__535.25.wav		no	no	no	no	sí	A mi m'ho he fet junts, doncs jo ja m'hi he canviat tot el men.	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
597	5	E-cap-model	pa-038	a veure	1070.33-1076.43	clips/pa-038__a-veure__1070.33.wav		no	no	no	no	no	"Bé, no sé, en camp, quan sou, que voteu a Blanco Negre, vam dir ""quatre""."	"""Encant, quants sou que voleu a Blanco Negre, vam dir quatre?"""	cap model; requereix escolta prioritària	pendent					
598	5	E-cap-model	pa-039	clar	45.29-49.71	clips/pa-039__clar__45.29.wav		no	no	no	no	sí	i el que hem de fer és anar a l'estiu de la qüestió.	i que hi hagi una altra gent que no hi hagi algunes persones.	cap model; requereix escolta prioritària	pendent					
599	5	E-cap-model	pa-039	diguem	144.37-152.95	clips/pa-039__diguem__144.37.wav		no	no	no	no	sí	i això és el que ha de fer a l'estratègia jurídica  i d'altres amb certa representativitat de país, digueu-ho així.	i d'altres amb certa representativitat de país, digueu-ho així, no?	cap model; requereix escolta prioritària	pendent					
600	5	E-cap-model	pa-039	doncs	12.77-19.51	clips/pa-039__doncs__12.77.wav		no	no	no	no	sí	la història dels veguers i dels coprínceptes feudals.	i la història dels vegès i dels copríncepts feudals,	cap model; requereix escolta prioritària	pendent					
601	5	E-cap-model	pa-039	és a dir	209.05-216.11	clips/pa-039__s-a-dir__209.05.wav		no	no	no	no	no	i que sigui una reunió de la comissió que no s'ha quedat,  d'economia, aquests, i després...	i una reunió de la comissió de l'Economia.	cap model; requereix escolta prioritària	pendent					
602	5	E-cap-model	pa-040	doncs	210.05-214.99	clips/pa-040__doncs__210.05.wav		no	no	no	no	sí	A l'aprovació, l'atenció prevista que hi va haver,  es van tenir que fer molts passillos per anar a la qüestió.	A la aprovació, l'atenció previst que hi va haver,  es van tenir que fer molts passígios per a la llibertat.	cap model; requereix escolta prioritària	pendent					
603	5	E-cap-model	pa-040	o sigui	115.73-119.91	clips/pa-040__o-sigui__115.73.wav		no	no	no	no	no	Demanar el bot, demanar ben convençut amb molts arguments.	Demanar el vot, demanar ben convençut amb molts arguments.	cap model; requereix escolta prioritària	pendent					
604	5	E-cap-model	pa-041	és a dir	259.25-265.75	clips/pa-041__s-a-dir__259.25.wav		no	no	no	no	sí	saps? El plantejament lingüístic va ser potser també un element...	Saps?  El plantejament lingüístic potser va ser també un element...	cap model; requereix escolta prioritària	pendent					
605	5	E-cap-model	pa-042	clar	101.97-106.63	clips/pa-042__clar__101.97.wav		no	no	no	no	sí	I ja no podes fer el mateix que feies abans.	i que no es faci el mateix que faig abans.	cap model; requereix escolta prioritària	pendent					
606	5	E-cap-model	pa-045	vull dir	779.57-785.23	clips/pa-045__vull-dir__779.57.wav		no	no	no	no	no	S'estan posant el llibertat de l'estat espanyol.	i que no hi hagi una altra manera de fer-ho.  I això és un problema que no hi hagi.	cap model; requereix escolta prioritària	pendent					
607	5	E-cap-model	pa-046	bueno	128.01-131.51	clips/pa-046__bueno__128.01.wav		no	no	no	no	sí	No és el que ha de fer, sinó el que s'ha de fer.	i que no es pot fer res.	cap model; requereix escolta prioritària	pendent					
608	5	E-cap-model	pa-046	clar	172.53-177.71	clips/pa-046__clar__172.53.wav		no	no	no	no	sí	i el que hem de fer és que no hi hagi gaire malaltia.	i que no es poden fer res.	cap model; requereix escolta prioritària	pendent					
609	5	E-cap-model	pa-046	crec	208.41-212.47	clips/pa-046__crec__208.41.wav		no	no	no	no	sí	i el que hem fet és que hi hagi una via certada.	i que no s'ha de fer.	cap model; requereix escolta prioritària	pendent					
610	5	E-cap-model	pa-046	evidentment	705.69-711.03	clips/pa-046__evidentment__705.69.wav		no	no	no	no	sí	que es podria fer a l'estat espanyol.	i que no es podria fer.	cap model; requereix escolta prioritària	pendent					
611	5	E-cap-model	pa-046	perquè	140.85-146.79	clips/pa-046__perqu__140.85.wav		no	no	no	no	sí	Aquest producte és un valor afegit del país i de tothom.	que és un valor afegit del país i de tothom.	cap model; requereix escolta prioritària	pendent					
612	5	E-cap-model	pa-048	aleshores	701.05-707.67	clips/pa-048__aleshores__701.05.wav		no	no	no	no	no	de la física, les hores, els temes de la paraula donada.	de la física, les hores, els temes de la paraula donada.	cap model; requereix escolta prioritària	pendent					
613	5	E-cap-model	pa-048	clar	389.65-392.15	clips/pa-048__clar__389.65.wav		no	no	no	no	sí	A mi m'agrada molt.	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
614	5	E-cap-model	pa-049	a nivell	1396.25-1400.75	clips/pa-049__a-nivell__1396.25.wav		no	no	no	no	sí	de la gent que no té l'escenari de l'escenari.	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
615	5	E-cap-model	pa-049	aviam	897.25-901.75	clips/pa-049__aviam__897.25.wav		no	no	no	no	sí	S'està viatjant.	i no ho ha de fer.	cap model; requereix escolta prioritària	pendent					
616	5	E-cap-model	pa-049	doncs	1092.25-1095.75	clips/pa-049__doncs__1092.25.wav		no	no	no	no	no	de turistes que en mil i 10 milions que l'estigui...	que els haurien de fer.	cap model; requereix escolta prioritària	pendent					
617	5	E-cap-model	pa-049	és a dir	907.25-911.75	clips/pa-049__s-a-dir__907.25.wav		no	no	no	no	no	la gent que és intel·ligent i que s'ha de valorar les coses,  les dones són...	que no és una cosa que no és una cosa que no és una cosa que no és una	cap model; requereix escolta prioritària	pendent					
618	5	E-cap-model	pa-051	de fet	200.81-205.31	clips/pa-051__de-fet__200.81.wav		no	no	no	no	no	i el que és el que és el que és el que és el que és el que és el	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
619	5	E-cap-model	pa-051	llavors	47.61-51.11	clips/pa-051__llavors__47.61.wav		no	no	no	no	no	Si volies vestir-ho, estava al camp i quan no tenia feina...	i que no hi hagi cap problema.	cap model; requereix escolta prioritària	pendent					
620	5	E-cap-model	pa-052	llavors	68.73-73.23	clips/pa-052__llavors__68.73.wav		no	no	no	no	no	i el estiu de vots que hi ha cap a torna.	i el estiu de vosaltres que hi hagi patormes.	cap model; requereix escolta prioritària	pendent					
621	5	E-cap-model	pa-053	bé	90.81-95.91	clips/pa-053__b__90.81.wav		no	no	no	no	sí	i el meu germà el febi amb una corda i jo els pujava.	i el meu germà el fevi amb una corda i jo els pujava.	cap model; requereix escolta prioritària	pendent					
622	5	E-cap-model	pa-055	doncs	6.29-9.67	clips/pa-055__doncs__6.29.wav		no	no	no	no	sí	i no el comú, amb quatre anys.	i no el comú, amb quatre anys.	cap model; requereix escolta prioritària	pendent					
623	5	E-cap-model	pa-055	llavors	105.37-110.27	clips/pa-055__llavors__105.37.wav		no	no	no	no	sí	no és el mateix.  La casa és dels endurants.	És el mateix.  Doncs la Casa dels Endurans.	cap model; requereix escolta prioritària	pendent					
624	5	E-cap-model	pa-055	és a dir	63.89-68.59	clips/pa-055__s-a-dir__63.89.wav		no	no	no	no	sí	Sí, sí, a veure...	Sí, sí, a veure.	cap model; requereix escolta prioritària	pendent					
625	5	E-cap-model	pa-056	o sigui	1016.49-1021.67	clips/pa-056__o-sigui__1016.49.wav		no	no	no	no	sí	Si algú vol vendre gent, s'etivoca.	A més, a més, a més, a més, a més, a més, a més, a més,	cap model; requereix escolta prioritària	pendent					
626	5	E-cap-model	pa-056	és a dir	7.45-10.87	clips/pa-056__s-a-dir__7.45.wav		no	no	no	no	sí	de 1989, o sigui, a partir del 90,	que ha de ser el que ha de fer.	cap model; requereix escolta prioritària	pendent					
627	5	E-cap-model	pa-057	a veure	16.97-21.31	clips/pa-057__a-veure__16.97.wav		no	no	no	no	no	No és el mateix que el que ha de fer.  No és el mateix que el que ha de fer.	i que la gent no ha de ser a l'estat espanyol.	cap model; requereix escolta prioritària	pendent					
628	5	E-cap-model	pa-057	bueno	1128.89-1136.35	clips/pa-057__bueno__1128.89.wav		no	no	no	no	sí	de tot el que ens escondem a la foto del Consell d'aquell moment.	i que la gent que no té cap problema,  que no té cap problema,  que no té cap problema,	cap model; requereix escolta prioritària	pendent					
629	5	E-cap-model	pa-057	clar	357.57-364.07	clips/pa-057__clar__357.57.wav		no	no	no	no	no	en aquells moments hi va haver un compromís de 100% territorial.	que el moment hi va haver un compromís de 100% territorial.	cap model; requereix escolta prioritària	pendent					
630	5	E-cap-model	pa-057	de fet	561.25-569.07	clips/pa-057__de-fet__561.25.wav		no	no	no	no	sí	a fer l'avançar una mica més, era en minoria,  i van buscar una solució que no sí,  la votació del conseller General, i es va buscar a la votació...	i van buscar una solució que no sí, la votació del conseller General.	cap model; requereix escolta prioritària	pendent					
631	5	E-cap-model	pa-057	doncs	127.21-131.71	clips/pa-057__doncs__127.21.wav		no	no	no	no	sí	i la constitucional, la permanent i la constituent.	i que la gent no ha de ser a l'estat espanyol.	cap model; requereix escolta prioritària	pendent					
632	5	E-cap-model	pa-057	és a dir	19.89-25.51	clips/pa-057__s-a-dir__19.89.wav		no	no	no	no	sí	el fet d'aquest, és un fet que va marcar tot el procés constituent.	que va marcar tot el procés constituent.	cap model; requereix escolta prioritària	pendent					
633	5	E-cap-model	pa-058	bueno	23.17-28.91	clips/pa-058__bueno__23.17.wav		no	no	no	no	sí	I es busca allà a fer sis propostes, es posen...	i, a bompes, busquem allà a fer sis propostes, es posen...	cap model; requereix escolta prioritària	pendent					
634	5	E-cap-model	pa-058	bé	210.61-215.39	clips/pa-058__b__210.61.wav		no	no	no	no	sí	dintre de l'UCPA, quan es va formar.	dins de l'UCPA, quan es va formar.	cap model; requereix escolta prioritària	pendent					
635	5	E-cap-model	pa-058	clar	112.81-117.27	clips/pa-058__clar__112.81.wav		no	no	no	no	sí	no és el que ha de fer, no és el que ha de fer.	i que no es poden fer res.	cap model; requereix escolta prioritària	pendent					
636	5	E-cap-model	pa-058	llavors	1054.41-1059.35	clips/pa-058__llavors__1054.41.wav		no	no	no	no	sí	I, abans, com més desapercebut passa,  millor quan va per això.	i, com més desapercebut passa, millor quan va per la lluita.	cap model; requereix escolta prioritària	pendent					
637	5	E-cap-model	pa-059	bé	112.41-118.27	clips/pa-059__b__112.41.wav		no	no	no	no	sí	llavors a partir d'aquí va començar a veure la paraula d'emissió,  d'emissió, d'emissió i tot va anar...	D'acord?  A partir d'aquí va començar a veure la paraula d'emissió,  d'emissió, d'emissió,  i tot va anar...	cap model; requereix escolta prioritària	pendent					
638	5	E-cap-model	pa-059	doncs	245.81-250.79	clips/pa-059__doncs__245.81.wav		no	no	no	no	sí	que es deriva amb un compromís, i ja està.	que es deriva amb un compromís.	cap model; requereix escolta prioritària	pendent					
639	5	E-cap-model	pa-059	llavors	361.49-368.39	clips/pa-059__llavors__361.49.wav		no	no	no	no	sí	i a Montès algunes parròquies bloquejant completament el comú.	i a Montès, algunes parròquies bloquejant completament el comú.	cap model; requereix escolta prioritària	pendent					
640	5	E-cap-model	pa-060	aleshores	147.17-151.47	clips/pa-060__aleshores__147.17.wav		no	no	no	no	no	Per continuar, adéu.	Per continuar, a d'abons.	cap model; requereix escolta prioritària	pendent					
641	5	E-cap-model	pa-060	bueno	150.05-157.07	clips/pa-060__bueno__150.05.wav		no	no	no	no	sí	i que continuà, de bones vegades es va disoldre.  Vam canviar, vam...	i no va, i no va, i no va, i no va, i no va, i no va, i no va,  i no va, i no va, i no va, i no va, i no va, i no va,	cap model; requereix escolta prioritària	pendent					
642	5	E-cap-model	pa-060	diguem	55.05-60.91	clips/pa-060__diguem__55.05.wav		no	no	no	no	no	Jo el que em va anar a veure a la policia era en els veguers.	i el que em va dir a la policia era que els vegués.	cap model; requereix escolta prioritària	pendent					
643	5	E-cap-model	pa-061	clar	376.69-382.19	clips/pa-061__clar__376.69.wav		no	no	no	no	sí	-És el seu. -Exacte.	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
644	5	E-cap-model	pa-061	doncs	242.09-249.23	clips/pa-061__doncs__242.09.wav		no	no	no	no	sí	És una mica tornar a les rails de la creació del grup.	És una mica tornar a les relles de la creació del grup.	cap model; requereix escolta prioritària	pendent					
645	5	E-cap-model	pa-061	perquè	117.17-123.75	clips/pa-061__perqu__117.17.wav		no	no	no	no	sí	per fer-ho, per fer-ho, per fer-ho.	i que la gent no ha de ser a la presó.	cap model; requereix escolta prioritària	pendent					
646	5	E-cap-model	pa-062	doncs	302.09-307.51	clips/pa-062__doncs__302.09.wav		no	no	no	no	sí	A tu, quan ets petit, s'ha arribat a elaborar...	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
647	5	E-cap-model	pa-062	evidentment	163.29-166.67	clips/pa-062__evidentment__163.29.wav		no	no	no	no	sí	però també cultivar.	però també cultivà.	cap model; requereix escolta prioritària	pendent					
648	5	E-cap-model	pa-062	vull dir	316.81-326.39	clips/pa-062__vull-dir__316.81.wav		no	no	no	no	sí	i el que hem de fer és que no hi hagi gaire malaltia.  I això és el que ha de fer a l'Estatut.  El que és molt important és que el que ha de fer,  és que el que ha de fer és que la gent no ho ha de fer.	i que no es pot fer res.	cap model; requereix escolta prioritària	pendent					
649	5	E-cap-model	pa-063	aleshores	151.45-155.23	clips/pa-063__aleshores__151.45.wav		no	no	no	no	sí	a les fronteres, o les hores, què s'havia de fer?	i que s'havia de fer.	cap model; requereix escolta prioritària	pendent					
650	5	E-cap-model	pa-063	bueno	801.17-804.67	clips/pa-063__bueno__801.17.wav		no	no	no	no	no	i es veu que no es veu.  I després es veu el tema.	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
651	5	E-cap-model	pa-064	doncs	456.73-460.43	clips/pa-064__doncs__456.73.wav		no	no	no	no	sí	el pas d'uns agafables amb els dips.	i el pas d'uns agafables amb els jips.	cap model; requereix escolta prioritària	pendent					
652	5	E-cap-model	pa-064	llavors	713.33-717.15	clips/pa-064__llavors__713.33.wav		no	no	no	no	sí	Tot el... tot el que he de voler.	Tot el... tot el que deuen dir.	cap model; requereix escolta prioritària	pendent					
653	5	E-cap-model	pa-065	a veure	578.25-582.71	clips/pa-065__a-veure__578.25.wav		no	no	no	no	sí	-Un dia un polític em diu...	i el que ha de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que ha	cap model; requereix escolta prioritària	pendent					
