ordre	categoria	score_evidencia	id_persona	forma	interval_escolta	clip	transcripcio_qa	json_qa	token_coincidencia	token_intervals_absolute	token_prob_min	token_prob_mean	token_text	text_qa	consens_dos_asr	coincidencia_temporal_asr	forma_en_qa	conf_min_segment	conf_min_base_segment	veu_proporcio	rms_p50_db	f0_median_hz	f0_iqr_hz	centroid_median_hz	pausa_mediana_s	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
559	C-una-passada	2	pa-025	aleshores	361.93-368.19	clips/pa-025__aleshores__361.93.wav	qa-clips/pa-025__aleshores__361_93_368_19.txt							i, aleshores, ens tornem més primirats.	no	no	sí	0.038		0.4776	-36.13	240.77	102.86	1787.90	0.120	pendent					
560	C-una-passada	2	pa-025	o sigui	1462.85-1472.59	clips/pa-025__o-sigui__1462.85.wav	qa-clips/pa-025__o-sigui__1462_85_1472_59.txt							i t'hi he rebut com l'home de França.  O sigui, aleshores era una mica perillós, amb aquest sentit.	no	no	sí	0.160		0.3272	-38.77	239.53	215.95	1162.97	0.160	pendent					
561	C-una-passada	2	pa-029	o sigui	243.13-248.63	clips/pa-029__o-sigui__243.13.wav	qa-clips/pa-029__o-sigui__243_13_248_63.txt							que no hi veus un cau, o sigui, que no hi veus un desgovern.	no	no	sí	0.058		0.4708	-35.62	244.32	133.68	1039.85	0.060	pendent					
562	C-una-passada	2	pa-030	doncs	43.53-48.63	clips/pa-030__doncs__43.53.wav	qa-clips/pa-030__doncs__43_53_48_63.txt							com estaven, doncs evidentment no era el nostre tarannà.  Per almenys el meu.	no	no	sí	0.055		0.5512	-33.50	126.79	84.37	1098.39	0.060	pendent					
563	C-una-passada	2	pa-030	llavors	157.61-163.15	clips/pa-030__llavors__157.61.wav	qa-clips/pa-030__llavors__157_61_163_15.txt							i vam tornar-hi, i llavors ja va vindre el Cíndic Farras i companyia,  i el que sí...	no	no	sí	0.097		0.4420	-36.08	128.52	109.47	983.59	0.120	pendent					
564	C-una-passada	2	pa-030	o sigui	1016.41-1021.47	clips/pa-030__o-sigui__1016.41.wav	qa-clips/pa-030__o-sigui__1016_41_1021_47.txt							O sigui, algú vol vendre gent, se t'evoca, se t'evoca.	no	no	sí	0.107		0.3611	-45.25	255.81	153.35	1544.27	0.520	pendent					
565	C-una-passada	2	pa-030	tirar endavant	185.61-192.15	clips/pa-030__tirar-endavant__185.61.wav	qa-clips/pa-030__tirar-endavant__185_61_192_15.txt							d'acord? Doncs vam tirar endavant. Es va fer la connexió constituent.	no	no	sí	0.133		0.4202	-36.70	117.34	30.19	1035.56	0.130	pendent					
566	C-una-passada	2	pa-031	aleshores	54.09-57.91	clips/pa-031__aleshores__54.09.wav	qa-clips/pa-031__aleshores__54_09_57_91.txt							que és partit i, aleshores, em va semblar que era l'home ideal.	no	no	sí	0.027		0.6842	-31.32	126.04	126.82	879.43	0.100	pendent					
567	C-una-passada	2	pa-031	doncs	414.05-419.11	clips/pa-031__doncs__414.05.wav	qa-clips/pa-031__doncs__414_05_419_11.txt							Doncs ja ho defensarem i es va decidir que sí, i vam decidir.	no	no	sí	0.116		0.4365	-37.52	150.02	146.68	1027.09	0.120	pendent					
568	C-una-passada	2	pa-031	tirar endavant	146.09-150.31	clips/pa-031__tirar-endavant__146.09.wav	qa-clips/pa-031__tirar-endavant__146_09_150_31.txt							que s'havia de tirar endavant de la manera que fos.	no	no	sí	0.128		0.6095	-31.31	116.99	129.32	984.07	0.080	pendent					
569	C-una-passada	2	pa-032	aleshores	79.09-87.19	clips/pa-032__aleshores__79.09.wav	qa-clips/pa-032__aleshores__79_09_87_19.txt							I aleshores, els dos oponents es van posar d'acord al moment, al moment.	no	no	sí	0.065		0.4703	-38.07	221.47	76.28	1481.40	0.070	pendent					
570	C-una-passada	2	pa-032	vull dir	389.29-393.79	clips/pa-032__vull-dir__389.29.wav	qa-clips/pa-032__vull-dir__389_29_393_79.txt							i amb l'altre igual.  Sabeu què vull dir?  No és allò que m'he tingut un de dir ara aquest?	no	no	sí	0.039		0.7321	-27.32	226.29	37.94	678.64	0.040	pendent					
571	C-una-passada	2	pa-033	de fet	249.69-252.55	clips/pa-033__de-fet__249.69.wav	qa-clips/pa-033__de-fet__249_69_252_55.txt							El capgir és tot, de fet, eh?	no	no	sí	0.056		0.4155	-38.18	308.34	207.97	1496.42	0.080	pendent					
572	C-una-passada	2	pa-033	llavors	71.53-76.35	clips/pa-033__llavors__71.53.wav	qa-clips/pa-033__llavors__71_53_76_35.txt							I llavors, normalment, ja la gent que més o menys ve a tractar ho veia de...	no	no	sí	0.114		0.6667	-26.45	286.24	67.20	926.89	0.070	pendent					
573	C-una-passada	2	pa-033	tirar endavant	135.69-141.51	clips/pa-033__tirar-endavant__135.69.wav	qa-clips/pa-033__tirar-endavant__135_69_141_51.txt							i havia vingut aquí a tirar endavant tot aquest projecte.	no	no	sí	0.255		0.4897	-35.23	264.69	173.76	1051.29	0.060	pendent					
574	C-una-passada	2	pa-037	crec	424.61-437.99	clips/pa-037__crec__424.61.wav	qa-clips/pa-037__crec__424_61_437_99.txt							de fa molts anys en darrere i, a bon lloc d'extensió,  hem de mirar que s'acabin i se n'han acabat.  Jo crec que se n'han acabat.	no	no	sí	0.096		0.3398	-40.53	207.64	142.46	1567.76	0.080	pendent					
575	C-una-passada	2	pa-041	tirar endavant	102.25-106.75	clips/pa-041__tirar-endavant__102.25.wav	qa-clips/pa-041__tirar-endavant__102_25_106_75.txt							per tirar endavant l'escola, un ensenyament propi del país.	no	no	sí	0.081		0.5357	-32.55	280.75	41.34	1049.89	0.080	pendent					
576	C-una-passada	2	pa-045	a nivell	624.85-629.07	clips/pa-045__a-nivell__624.85.wav	qa-clips/pa-045__a-nivell__624_85_629_07.txt							No té cap importància, a nivell...	no	no	sí	0.070		0.4952	-35.07	255.08	90.46	989.95	0.060	pendent					
577	C-una-passada	2	pa-046	aleshores	527.57-532.55	clips/pa-046__aleshores__527.57.wav	qa-clips/pa-046__aleshores__527_57_532_55.txt							la veritat és que es degrada el servei i, aleshores, ho perdem tot.	no	no	sí	0.078		0.6008	-30.73	233.13	62.24	1189.16	0.060	pendent					
578	C-una-passada	2	pa-046	llavors	381.13-388.19	clips/pa-046__llavors__381.13.wav	qa-clips/pa-046__llavors__381_13_388_19.txt							i el client.  Però, llavors, necessites una bona tapisseria.	no	no	sí	0.058		0.5369	-33.47	150.38	26.17	1246.77	0.080	pendent					
579	C-una-passada	2	pa-046	és a dir	135.61-140.07	clips/pa-046__s-a-dir__135.61.wav	qa-clips/pa-046__es-a-dir__135_61_140_07.txt							Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.	no	no	sí	0.078		0.6757	-31.89	216.65	72.62	889.17	0.040	pendent					
580	C-una-passada	2	pa-048	doncs	302.89-306.79	clips/pa-048__doncs__302.89.wav	qa-clips/pa-048__doncs__302_89_306_79.txt							els origens.  Bueno, doncs no maquem els origens, la pedra...	no	no	sí	0.136		0.5206	-34.25	250.55	73.44	1103.99	0.060	pendent					
581	C-una-passada	2	pa-051	clar	161.85-167.07	clips/pa-051__clar__161.85.wav	qa-clips/pa-051__clar__161_85_167_07.txt							entor, tronassorda i joclar això l'he rendat als remats.	no	no	sí	0.070		0.6269	-28.22	197.87	140.69	1380.87	0.080	pendent					
582	C-una-passada	2	pa-051	crec	208.57-213.39	clips/pa-051__crec__208.57.wav	qa-clips/pa-051__crec__208_57_213_39.txt							No crec que arribi amb totes les ovelles de canillo sent.	no	no	sí	0.030		0.6750	-27.41	221.57	130.24	1163.47	0.040	pendent					
583	C-una-passada	2	pa-051	perquè	123.85-128.35	clips/pa-051__perqu__123.85.wav	qa-clips/pa-051__perque__123_85_128_35.txt							perquè els guardaven, els pollins els guardaven fins l'any que ve que eren sobre anys.	no	no	sí	0.071		0.6607	-29.91	259.46	170.54	968.39	0.080	pendent					
584	C-una-passada	2	pa-052	bueno	41.97-47.23	clips/pa-052__bueno__41.97.wav	qa-clips/pa-052__bueno__41_97_47_23.txt							(riu)  I, bueno, tinc certs germans.	no	no	sí	0.066		0.8740	-27.43	217.04	106.25	1023.15	0.020	pendent					
585	C-una-passada	2	pa-052	clar	59.97-64.67	clips/pa-052__clar__59.97.wav	qa-clips/pa-052__clar__59_97_64_67.txt							Hi ha de bona ajuda, que és clar, amb els meus padrins.	no	no	sí	0.029		0.7393	-28.27	189.34	38.91	1068.83	0.060	pendent					
586	C-una-passada	2	pa-052	perquè	92.65-96.47	clips/pa-052__perqu__92.65.wav	qa-clips/pa-052__perque__92_65_96_47.txt							I ara m'embaric, ja no hi ve, perquè li venen un moment...	no	no	sí	0.056		0.7947	-25.73	172.10	21.49	852.93	0.320	pendent					
587	C-una-passada	2	pa-053	llavors	40.73-47.71	clips/pa-053__llavors__40.73.wav	qa-clips/pa-053__llavors__40_73_47_71.txt							Llavors, que vaig tenir poder 15 o 16 anys,	no	no	sí	0.088		0.6293	-30.07	140.45	136.03	1122.30	0.090	pendent					
588	C-una-passada	2	pa-054	a veure	77.97-81.87	clips/pa-054__a-veure__77.97.wav	qa-clips/pa-054__a-veure__77_97_81_87.txt							Ja veuré que hi va una Barcelona,  es per dennes i no hi porten mai a l'estat.	no	no	sí	0.096		0.7113	-23.53	198.54	131.98	1077.39	0.060	pendent					
589	C-una-passada	2	pa-054	llavors	156.57-161.51	clips/pa-054__llavors__156.57.wav	qa-clips/pa-054__llavors__156_57_161_51.txt							i llavors sortim a l'Òs i això em puc d'haver per allà.	no	no	sí	0.034		0.6911	-24.45	209.50	145.63	1023.45	0.080	pendent					
590	C-una-passada	2	pa-055	vull dir	311.73-315.91	clips/pa-055__vull-dir__311.73.wav	qa-clips/pa-055__vull-dir__311_73_315_91.txt							que el que està adonant, vull dir, que vol ser un bon cap de govern.	no	no	sí	0.070		0.4231	-39.08	277.98	197.80	945.77	0.120	pendent					
591	C-una-passada	2	pa-056	aleshores	393.13-397.83	clips/pa-056__aleshores__393.13.wav	qa-clips/pa-056__aleshores__393_13_397_83.txt							i, aleshores, això està tan quadriculat.	no	no	sí	0.082		0.4316	-46.20	238.71	135.54	1655.19	0.080	pendent					
592	C-una-passada	2	pa-056	llavors	157.77-163.11	clips/pa-056__llavors__157.77.wav	qa-clips/pa-056__llavors__157_77_163_11.txt							llavors ja va vendre el sindic farlas i companyia i el que sí...	no	no	sí	0.148		0.4436	-35.82	129.54	99.56	987.59	0.100	pendent					
593	C-una-passada	2	pa-057	o sigui	249.45-254.11	clips/pa-057__o-sigui__249.45.wav	qa-clips/pa-057__o-sigui__249_45_254_11.txt							molt poc temps, perquè tot això es va fer al tomb de 8 mesos, o sigui.	no	no	sí	0.042		0.2414	-40.38	119.06	181.14	1584.57	0.130	pendent					
594	C-una-passada	2	pa-057	tirar endavant	56.61-63.15	clips/pa-057__tirar-endavant__56.61.wav	qa-clips/pa-057__tirar-endavant__56_61_63_15.txt							i que vesim també d'autodisoldre per la incapacitat de poder tirar endavant.	no	no	sí	0.130		0.6810	-30.20	216.90	179.26	1054.35	0.060	pendent					
595	C-una-passada	2	pa-060	llavors	48.77-56.07	clips/pa-060__llavors__48.77.wav	qa-clips/pa-060__llavors__48_77_56_07.txt							84, 82%, i llavors vull dir que no hi ha biministre de l'interior.	no	no	sí	0.146		0.6291	-29.67	148.72	135.49	970.52	0.080	pendent					
596	C-una-passada	2	pa-063	vull dir	822.45-827.51	clips/pa-063__vull-dir__822.45.wav	qa-clips/pa-063__vull-dir__822_45_827_51.txt							Vull dir, estem alçada de qualsevol país modern.	no	no	sí	0.127		0.6627	-30.93	201.91	55.08	911.79	0.080	pendent					
597	C-una-passada	2	pa-065	a nivell	529.09-536.75	clips/pa-065__a-nivell__529.09.wav	qa-clips/pa-065__a-nivell__529_09_536_75.txt							i el que podreu donar.  Nosaltres venim als santuaris,  trobades a nivell català i a nivell espanyol.	no	no	sí	0.037		0.3691	-37.91	145.24	155.80	893.80	0.100	pendent					
598	D-divergent	0	pa-001	a nivell	135.37-139.03	clips/pa-001__a-nivell__135.37.wav	qa-clips/pa-001__a-nivell__135_37_139_03.txt							i que s'haurà de posar en contacte amb nosaltres.	no	no	no	0.044		0.6813	-28.50	196.46	43.57	900.60	0.040	pendent					
599	D-divergent	0	pa-001	a veure	341.57-345.59	clips/pa-001__a-veure__341.57.wav	qa-clips/pa-001__a-veure__341_57_345_59.txt							que més depresivo.	no	no	no	0.031		0.8700	-23.91	241.93	65.71	842.25	0.060	pendent					
600	D-divergent	0	pa-001	aleshores	10.13-13.63	clips/pa-001__aleshores__10.13.wav	qa-clips/pa-001__aleshores__10_13_13_63.txt							que es tracta bé d'adaptar-ho.	no	no	no	0.048		0.6897	-29.72	194.69	122.40	907.74	0.100	pendent					
601	D-divergent	0	pa-001	bueno	207.01-212.99	clips/pa-001__bueno__207.01.wav	qa-clips/pa-001__bueno__207_01_212_99.txt							I aleshores, a partir d'aquí van anar sortint els problemes del dia a dia,	no	no	no	0.045		0.6208	-27.13	221.48	35.82	894.69	0.060	pendent					
602	D-divergent	0	pa-001	bé	49.17-54.35	clips/pa-001__b__49.17.wav	qa-clips/pa-001__be__49_17_54_35.txt							i això va anar evolucionant el que era...	no	no	no	0.035		0.7132	-24.69	234.96	73.65	838.38	0.100	pendent					
603	D-divergent	0	pa-001	clar	129.77-134.51	clips/pa-001__clar__129.77.wav	qa-clips/pa-001__clar__129_77_134_51.txt							no és el mateix estar sobre l'empara de dos coprínciers	no	no	no	0.055		0.6186	-31.70	189.73	111.27	967.67	0.070	pendent					
604	D-divergent	0	pa-001	o sigui	49.17-54.35	clips/pa-001__o-sigui__49.17.wav	qa-clips/pa-001__o-sigui__49_17_54_35.txt							i això va anar evolucionant el que era...	no	no	no	0.043		0.7132	-24.69	234.96	73.65	838.38	0.100	pendent					
605	D-divergent	0	pa-001	vull dir	621.37-625.39	clips/pa-001__vull-dir__621.37.wav	qa-clips/pa-001__vull-dir__621_37_625_39.txt							Els consuls van col·laborar també, però tampoc ho han fet.	no	no	no	0.134		0.6600	-30.69	194.70	30.15	823.71	0.060	pendent					
606	D-divergent	0	pa-001	és a dir	890.97-894.47	clips/pa-001__s-a-dir__890.97.wav	qa-clips/pa-001__es-a-dir__890_97_894_47.txt							I el llibre de l'altre dia va ser el que va passar.	no	no	no	0.024		0.7414	-27.07	205.48	48.83	793.88	0.070	pendent					
607	D-divergent	0	pa-002	bueno	433.25-440.75	clips/pa-002__bueno__433.25.wav	qa-clips/pa-002__bueno__433_25_440_75.txt							Bé, aquí es va decidir, en aquell moment no hi havia comensió.	no	no	no	0.061		0.2647	-60.06	247.86	111.41	1954.09	0.060	pendent					
608	D-divergent	0	pa-002	vull dir	172.25-176.75	clips/pa-002__vull-dir__172.25.wav	qa-clips/pa-002__vull-dir__172_25_176_75.txt							no sé si és un tutorial tampoc autoritària.	no	no	no	0.050		0.0893	-44.87	213.34	194.59	1462.45	0.140	pendent					
609	D-divergent	0	pa-002	és a dir	12.25-17.75	clips/pa-002__s-a-dir__12.25.wav	qa-clips/pa-002__es-a-dir__12_25_17_75.txt							per molt que s'hagués fet, el que se'n va dir reformeta,	no	no	no	0.066		0.5657	-32.38	320.59	133.84	857.93	0.100	pendent					
610	D-divergent	0	pa-003	aleshores	18.69-23.19	clips/pa-003__aleshores__18.69.wav	qa-clips/pa-003__aleshores__18_69_23_19.txt							també. A les hores dins d'aquest context, l'escola...	no	no	no	0.064		0.5580	-32.62	208.66	131.45	1719.23	0.140	pendent					
611	D-divergent	0	pa-003	aviam	180.17-188.79	clips/pa-003__aviam__180.17.wav	qa-clips/pa-003__aviam__180_17_188_79.txt							El que fa a nivell polític, la primera vegada quan es crea l'amaternal, com he dit,	no	no	no	0.171		0.6163	-28.29	235.94	120.43	1283.92	0.110	pendent					
612	D-divergent	0	pa-003	diguem	212.85-219.51	clips/pa-003__diguem__212.85.wav	qa-clips/pa-003__diguem__212_85_219_51.txt							Aquesta és la primera acció d'ordre polític.	no	no	no	0.133		0.6687	-26.54	281.89	132.34	1289.69	0.060	pendent					
613	D-divergent	0	pa-006	llavors	214.25-220.75	clips/pa-006__llavors__214.25.wav	qa-clips/pa-006__llavors__214_25_220_75.txt							i ho deixem clar per a unes dones de ràpids del mòbil prop vendit.  Jo és una canventa jo, la portarem i deixarem caure per a algun taller.	no	no	no	0.032		0.5247	-34.19	135.09	80.21	701.64	0.060	pendent					
614	D-divergent	0	pa-007	bueno	475.25-480.75	clips/pa-007__bueno__475.25.wav	qa-clips/pa-007__bueno__475_25_480_75.txt							d'aquesta manada humana i la resta dels sendorans.  Precisament d'aquest mossèn, de mossèn.	no	no	no	0.158		0.5219	-34.20	231.18	119.79	1487.20	0.050	pendent					
615	D-divergent	0	pa-008	bueno	969.25-973.75	clips/pa-008__bueno__969.25.wav	qa-clips/pa-008__bueno__969_25_973_75.txt							anys 90, anys 80, doncs anirem considerats com uns rexelabrats que l'únic que els hi ha...	no	no	no	0.336		0.1250	-38.72	131.31	13.87	1388.34	0.400	pendent					
616	D-divergent	0	pa-009	llavors	201.25-207.75	clips/pa-009__llavors__201.25.wav	qa-clips/pa-009__llavors__201_25_207_75.txt							i la campana de l'asseu del consell General és de 1856 i és per codi...	no	no	no	0.479		0.5309	-34.18	196.90	76.69	1443.92	0.060	pendent					
617	D-divergent	0	pa-011	aleshores	89.33-95.07	clips/pa-011__aleshores__89.33.wav	qa-clips/pa-011__aleshores__89_33_95_07.txt							a les hores de la seva mare, la filla Escutera, la mestres home de la casa,	no	no	no	0.127		0.4895	-35.21	256.70	105.24	1260.42	0.070	pendent					
618	D-divergent	0	pa-014	aleshores	119.85-128.75	clips/pa-014__aleshores__119.85.wav	qa-clips/pa-014__aleshores__119_85_128_75.txt							"i les hores va ser quan em van trencar més aquell neguit de dir ""crai"".  No pot ser, vull dir, que un ball que està arreglat en dorre,"	no	no	no	0.129		0.7230	-25.77	140.96	30.40	966.81	0.060	pendent					
619	D-divergent	0	pa-015	o sigui	104.25-109.75	clips/pa-015__o-sigui__104.25.wav	qa-clips/pa-015__o-sigui__104_25_109_75.txt							l'omenta, sigui que ha de desenvolupar unes estratègies.	no	no	no	0.491		0.8358	-20.97	224.32	84.81	1441.32	0.160	pendent					
620	D-divergent	0	pa-016	aviam	729.65-741.19	clips/pa-016__aviam__729.65.wav	qa-clips/pa-016__aviam__729_65_741_19.txt							Això sí, havíem de venir un estat democràtic, modern,  un estat de dret, no?, i calia fer una Constitució.  Jo tenia clar que calia fer una Constitució, i em sembla que...	no	no	no	0.064		0.5694	-33.52	284.28	38.35	1019.10	0.060	pendent					
621	D-divergent	0	pa-022	diguem	447.57-453.55	clips/pa-022__diguem__447.57.wav	qa-clips/pa-022__diguem__447_57_453_55.txt							i guardar el mateix temps els usos certs usos i costums.	no	no	no	0.106		0.5369	-32.99	104.55	164.98	979.25	0.080	pendent					
622	D-divergent	0	pa-022	doncs	122.85-126.95	clips/pa-022__doncs__122.85.wav	qa-clips/pa-022__doncs__122_85_126_95.txt							que va ser amb arribar-te a aquest punt, ara toqui.	no	no	no	0.057		0.6029	-31.81	155.35	143.93	1041.36	0.080	pendent					
623	D-divergent	0	pa-023	diguem	55.05-60.95	clips/pa-023__diguem__55.05.wav	qa-clips/pa-023__diguem__55_05_60_95.txt							Jo el que em anava a la policia era en els veguers i amb el procés.	no	no	no	0.083		0.6497	-31.14	154.43	199.85	850.26	0.100	pendent					
624	D-divergent	0	pa-024	a veure	590.77-595.39	clips/pa-024__a-veure__590.77.wav	qa-clips/pa-024__a-veure__590_77_595_39.txt							No sé si això és un problema que s'han de fer.	no	no	no	0.029		0.5696	-32.11	280.63	95.35	1114.14	0.040	pendent					
625	D-divergent	0	pa-024	bueno	147.29-152.07	clips/pa-024__bueno__147.29.wav	qa-clips/pa-024__bueno__147_29_152_07.txt							I això és el que ha passat al país.	no	no	no	0.006		0.6176	-31.87	294.47	40.50	1018.14	0.040	pendent					
626	D-divergent	0	pa-024	bé	175.29-180.79	clips/pa-024__b__175.29.wav	qa-clips/pa-024__be__175_29_180_79.txt							A partir de l'anàlisi de l'antirrègim és molt greu.	no	no	no	0.025		0.3029	-38.60	332.96	53.02	840.78	0.070	pendent					
627	D-divergent	0	pa-024	doncs	83.01-114.51	clips/pa-024__doncs__83.01.wav	qa-clips/pa-024__doncs__83_01_114_51.txt							La representatibilitat del consell General  considerava que calia establir la separació de poders.  Consideràvem, des del punt de vista més socioeconòmic,  que calia ser capaços de programar el creixement.  Ja feien coses interessants a les institucions.  Me'n recordo que es va promoure l'informe de l'empresso.  ja feien coses interessants a les institucions.  Me'n recordo que es va promoure l'informe Bricall.	no	no	no	0.007		0.5788	-33.17	295.53	79.03	942.02	0.080	pendent					
628	D-divergent	0	pa-024	llavors	336.85-341.27	clips/pa-024__llavors__336.85.wav	qa-clips/pa-024__llavors__336_85_341_27.txt							i el que va passar a l'estat espanyol.	no	no	no	0.004		0.7227	-26.14	271.23	63.94	974.12	0.040	pendent					
629	D-divergent	0	pa-024	o sigui	554.49-565.07	clips/pa-024__o-sigui__554.49.wav	qa-clips/pa-024__o-sigui__554_49_565_07.txt							I tots coincidin amb la necessitat de fer un salt des del procés de reforma cap al procés constituent.	no	no	no	0.105		0.5473	-33.56	297.14	97.66	1105.85	0.060	pendent					
630	D-divergent	0	pa-024	és a dir	78.49-84.39	clips/pa-024__s-a-dir__78.49.wav	qa-clips/pa-024__es-a-dir__78_49_84_39.txt							i democratitzar més el país, que li haig d'expandir...	no	no	no	0.017		0.6497	-31.79	286.46	60.28	922.73	0.070	pendent					
